date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:01:44	206193/206193	---M--	200	added ('OK')	image/gif	etag:%2232571-615173f771b3d%22	https://cybersierra.co/wp-content/themes/cyber-sierra/custom-blocks/problem-solution/img/north-start-min.gif	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/themes/cyber-sierra/custom-blocks/problem-solution/img/north-start-min.gif	(from https://cybersierra.co/)
12:01:45	178259/178259	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jul%202025%2015:25:35%20GMT	https://cybersierra.co/platform-ccm/	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/platform-ccm/index.html	(from https://cybersierra.co/)
12:01:45	1803/1803	---M-Z	200	added ('OK')	image/svg+xml	etag:%2270b-609a0257122af-gzip%22	https://cybersierra.co/wp-content/themes/cyber-sierra/custom-blocks/home-diagram/img/whitesection.svg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/themes/cyber-sierra/custom-blocks/home-diagram/img/whitesection.svg	(from https://cybersierra.co/)
12:01:45	1225190/1225190	---M--	200	added ('OK')	image/gif	etag:%2212b1e6-609a0257122af%22	https://cybersierra.co/wp-content/themes/cyber-sierra/custom-blocks/home-diagram/img/Diagram_Background.gif	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/themes/cyber-sierra/custom-blocks/home-diagram/img/Diagram_Background.gif	(from https://cybersierra.co/)
12:01:46	149435/149435	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jul%202025%2018:49:16%20GMT	https://cybersierra.co/industry/manufacturing/	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/industry/manufacturing/index.html	(from https://cybersierra.co/)
12:01:46	338965/338965	---M--	200	added ('OK')	image/png	etag:%2252c15-609a1733f7cfd%22	https://cybersierra.co/wp-content/uploads/2023/11/hom-di-des.png	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/uploads/2023/11/hom-di-des.png	(from https://cybersierra.co/)
12:01:46	118129/118129	---M--	200	added ('OK')	image/png	etag:%221cd71-609a1757c1ac7%22	https://cybersierra.co/wp-content/uploads/2023/11/home-dia-tab.png	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/uploads/2023/11/home-dia-tab.png	(from https://cybersierra.co/)
12:01:47	10451/10451	---M--	200	added ('OK')	image/png	etag:%2228d3-609a17ca3a8c1%22	https://cybersierra.co/wp-content/uploads/2023/11/home-icon-1.png	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/uploads/2023/11/home-icon-1.png	(from https://cybersierra.co/)
12:01:47	197943/197943	---M--	200	added ('OK')	image/png	etag:%2230537-609a177964c4e%22	https://cybersierra.co/wp-content/uploads/2023/11/home-dia-mo.png	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/uploads/2023/11/home-dia-mo.png	(from https://cybersierra.co/)
12:01:47	463/463	---M-Z	200	added ('OK')	image/svg+xml	etag:%221cf-609a025708670-gzip%22	https://cybersierra.co/wp-content/themes/cyber-sierra/assets/img/toaster-icon.svg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/themes/cyber-sierra/assets/img/toaster-icon.svg	(from https://cybersierra.co/)
12:01:47	6347/6347	---M--	200	added ('OK')	image/png	etag:%2218cb-609a17cab3a34%22	https://cybersierra.co/wp-content/uploads/2023/11/home-icon-2.png	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/uploads/2023/11/home-icon-2.png	(from https://cybersierra.co/)
12:01:47	4596/4596	---M--	200	added ('OK')	image/png	etag:%2211f4-609a17cb25e47%22	https://cybersierra.co/wp-content/uploads/2023/11/home-icon-3.png	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/uploads/2023/11/home-icon-3.png	(from https://cybersierra.co/)
12:01:47	35440/35440	---M--	200	added ('OK')	image/png	etag:%228a70-612e52b249a0b%22	https://cybersierra.co/wp-content/uploads/2024/03/Blogs-43.png	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/uploads/2024/03/Blogs-43.png	(from https://cybersierra.co/)
12:01:48	16334/16334	---M--	200	added ('OK')	image/png	etag:%223fce-612e52b1a0af7%22	https://cybersierra.co/wp-content/uploads/2024/03/Blogs-43-1.png	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/uploads/2024/03/Blogs-43-1.png	(from https://cybersierra.co/)
12:01:48	36250/36250	---M--	200	added ('OK')	image/jpeg	etag:%228d9a-625d4aa80240e%22	https://cybersierra.co/wp-content/uploads/2024/11/Trailblazers.jpg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/uploads/2024/11/Trailblazers.jpg	(from https://cybersierra.co/)
12:01:48	460232/460232	---M--	200	added ('OK')	image/png	etag:%22705c8-609a02571806e%22	https://cybersierra.co/wp-content/themes/cyber-sierra/custom-blocks/text-with-cta/img/home-cta-background.png	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/themes/cyber-sierra/custom-blocks/text-with-cta/img/home-cta-background.png	(from https://cybersierra.co/)
12:01:48	15975/15975	---M-Z	200	added ('OK')	image/svg+xml	etag:%223e67-609a025706730-gzip%22	https://cybersierra.co/wp-content/themes/cyber-sierra/assets/img/footer-background.svg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/themes/cyber-sierra/assets/img/footer-background.svg	(from https://cybersierra.co/)
12:01:49	12224/12224	---M-Z	200	added ('OK')	image/svg+xml	etag:%222fc0-609a025706730-gzip%22	https://cybersierra.co/wp-content/themes/cyber-sierra/assets/img/cyber-sierra-logo-light.svg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/themes/cyber-sierra/assets/img/cyber-sierra-logo-light.svg	(from https://cybersierra.co/)
12:01:49	859/859	---M-Z	200	added ('OK')	image/svg+xml	etag:%2235b-609a23c2985e2-gzip%22	https://cybersierra.co/wp-content/uploads/2023/11/linkedin.svg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/uploads/2023/11/linkedin.svg	(from https://cybersierra.co/)
12:01:49	761/761	---M-Z	200	added ('OK')	image/svg+xml	etag:%222f9-609a23c36188c-gzip%22	https://cybersierra.co/wp-content/uploads/2023/11/Vector-5.svg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/uploads/2023/11/Vector-5.svg	(from https://cybersierra.co/)
12:01:49	604/604	---M-Z	200	added ('OK')	image/svg+xml	etag:%2225c-609a23c22cf2e-gzip%22	https://cybersierra.co/wp-content/uploads/2023/11/Group-1.svg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/uploads/2023/11/Group-1.svg	(from https://cybersierra.co/)
12:01:50	15469/15469	---M-Z	200	added ('OK')	image/svg+xml	etag:%223c6d-609a025703851-gzip%22	https://cybersierra.co/wp-content/themes/cyber-sierra/assets/img/ISO-27001.svg	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/themes/cyber-sierra/assets/img/ISO-27001.svg	(from https://cybersierra.co/)
12:01:50	1/1	---M--	400	error ('Bad%20Request')	text/html	date:Mon,%2028%20Jul%202025%2004:01:49%20GMT	https://cybersierra.co/wp-admin/admin-ajax.php	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-admin/admin-ajax.php	(from https://cybersierra.co/)
12:01:51	212080/212080	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jul%202025%2014:44:37%20GMT	https://cybersierra.co/blog/grc-framework/	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/blog/grc-framework/index.html	(from https://cybersierra.co/)
12:01:52	209280/209280	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jul%202025%2014:45:53%20GMT	https://cybersierra.co/blog/third-party-risk-management-guide/	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/blog/third-party-risk-management-guide/index.html	(from https://cybersierra.co/)
12:01:53	201467/201467	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jul%202025%2014:46:08%20GMT	https://cybersierra.co/blog/continuous-control-monitoring-what-it-is-and-why-it-is-important/	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/blog/continuous-control-monitoring-what-it-is-and-why-it-is-important/index.html	(from https://cybersierra.co/)
12:01:54	153458/153458	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jul%202025%2014:25:04%20GMT	https://cybersierra.co/contact-us/	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/contact-us/index.html	(from https://cybersierra.co/)
12:01:54	171445/171445	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jul%202025%2016:10:40%20GMT	https://cybersierra.co/data-protection-privacy-policy/	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/data-protection-privacy-policy/index.html	(from https://cybersierra.co/)
12:01:55	174247/174247	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jul%202025%2018:17:07%20GMT	https://cybersierra.co/terms-and-conditions/	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/terms-and-conditions/index.html	(from https://cybersierra.co/)
12:01:56	246737/246737	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jul%202025%2014:37:33%20GMT	https://cybersierra.co/glossary/	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/glossary/index.html	(from https://cybersierra.co/)
12:01:56	106462/106462	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Jul%202025%2019:10:50%20GMT	https://cybersierra.co/report-on-continuous-control-monitoring/	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/report-on-continuous-control-monitoring/index.html	(from https://cybersierra.co/)
12:01:56	10241/10241	---M-Z	200	added ('OK')	application/x-javascript	etag:%222801-60196d3a3095d-gzip%22	https://cybersierra.co/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.7.6	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/plugins/contact-form-7/includes/swv/js/indexcfaa.js	(from https://cybersierra.co/)
12:01:56	12943/12943	---M-Z	200	added ('OK')	application/x-javascript	etag:%22328f-60196d3a2cadd-gzip%22	https://cybersierra.co/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.7.6	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/plugins/contact-form-7/includes/js/indexcfaa.js	(from https://cybersierra.co/)
12:01:57	2980/2980	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ba4-60196d3b4eb7d-gzip%22	https://cybersierra.co/wp-content/themes/cyber-sierra/js/navigation.js?ver=1.0.17	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/themes/cyber-sierra/js/navigation5bf7.js	(from https://cybersierra.co/)
12:01:57	78129/78129	---M-Z	200	added ('OK')	application/x-javascript	etag:%2213131-60196d3b5c63d-gzip%22	https://cybersierra.co/wp-content/themes/cyber-sierra/vendors/bootstrap/js/bootstrap.bundle.min.js?ver=1.0.17	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/themes/cyber-sierra/vendors/bootstrap/js/bootstrap.bundle.min5bf7.js	(from https://cybersierra.co/)
12:01:57	42863/42863	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a76f-60196d3b6b09d-gzip%22	https://cybersierra.co/wp-content/themes/cyber-sierra/vendors/slick/slick.min.js?ver=1.0.17	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/themes/cyber-sierra/vendors/slick/slick.min5bf7.js	(from https://cybersierra.co/)
12:01:57	802/802	---M-Z	200	added ('OK')	application/x-javascript	etag:%22322-60196d3b6433d-gzip%22	https://cybersierra.co/wp-content/themes/cyber-sierra/vendors/jquery-visible/jquery-visible.min.js?ver=1.0.17	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/themes/cyber-sierra/vendors/jquery-visible/jquery-visible.min5bf7.js	(from https://cybersierra.co/)
12:01:58	10283/10283	---M-Z	200	added ('OK')	application/javascript	etag:%225eb0402f-282b%22	https://cdnjs.cloudflare.com/ajax/libs/waypoints/4.0.1/noframework.waypoints.min.js?ver=1.0.17	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cdnjs.cloudflare.com/ajax/libs/waypoints/4.0.1/noframework.waypoints.min5bf7.js	(from https://cybersierra.co/)
12:01:58	23799/23799	---M-Z	200	added ('OK')	application/x-javascript	etag:%225cf7-6264eeec7253b-gzip%22	https://cybersierra.co/wp-content/themes/cyber-sierra/assets/js/cyber-sierra.js?ver=1.0.17	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/themes/cyber-sierra/assets/js/cyber-sierra5bf7.js	(from https://cybersierra.co/)
12:01:59	7922/7922	---M-Z	200	added ('OK')	application/x-javascript	etag:%221ef2-6150cc06cbaa9-gzip%22	https://cybersierra.co/wp-content/plugins/wp-smushit/app/assets/js/smush-lazy-load.min.js?ver=3.15.5	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/plugins/wp-smushit/app/assets/js/smush-lazy-load.minbb93.js	(from https://cybersierra.co/)
12:01:59	29010/29010	---M-Z	200	added ('OK')	application/x-javascript	etag:%227152-60196d39ba6bd-gzip%22	https://cybersierra.co/wp-content/plugins/advanced-custom-fields-pro/assets/build/js/acf.min.js?ver=6.1.4	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/plugins/advanced-custom-fields-pro/assets/build/js/acf.min1b46.js	(from https://cybersierra.co/)
12:01:59	3121/3121	---M-Z	200	added ('OK')	application/x-javascript	etag:%22c31-609a02571036f-gzip%22	https://cybersierra.co/wp-content/themes/cyber-sierra/custom-blocks/hero-title/js/script.min.js?ver=1.0.0	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/themes/cyber-sierra/custom-blocks/hero-title/js/script.min8a54.js	(from https://cybersierra.co/)
12:01:59	0/0	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%220-609a0257170cf%22	https://cybersierra.co/wp-content/themes/cyber-sierra/custom-blocks/problem-solution/js/script.min.js?ver=1.0.0	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/themes/cyber-sierra/custom-blocks/problem-solution/js/script.min8a54.js	(from https://cybersierra.co/)
12:02:00	904/904	---M-Z	200	added ('OK')	application/x-javascript	etag:%22388-60196d3b99e9d-gzip%22	https://cybersierra.co/wp-content/themes/cyber-sierra/custom-blocks/features/js/script.min.js?ver=1.0.0	C:/My%20Web%20Sites/Cyber%20Sierra%20Demo/cybersierra.co/wp-content/themes/cyber-sierra/custom-blocks/features/js/script.min8a54.js	(from https://cybersierra.co/)
